,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Free Cash Flow,20241000000.0,3574000000.0,4969000000.0,3447000000.0,4536000000.0,,
Repurchase Of Capital Stock,,0.0,0.0,0.0,0.0,0.0,
Repayment Of Debt,-16447000000.0,-4056000000.0,-2764000000.0,-3349000000.0,-2566000000.0,,
Issuance Of Debt,6948000000.0,5000000.0,2243000000.0,2572000000.0,500000000.0,,
Capital Expenditure,-23734000000.0,-6588000000.0,-4887000000.0,-4084000000.0,-3962000000.0,,
End Cash Position,34294000000.0,6471000000.0,8964000000.0,6996000000.0,4695000000.0,,
Beginning Cash Position,35608000000.0,8964000000.0,6996000000.0,4695000000.0,3271000000.0,,
Effect Of Exchange Rate Changes,-1524000000.0,-82000000.0,95000000.0,60000000.0,125000000.0,,
Changes In Cash,210000000.0,-2411000000.0,1873000000.0,2241000000.0,1299000000.0,,
Financing Cash Flow,-24953000000.0,-6027000000.0,-3218000000.0,-2729000000.0,-5432000000.0,,
Cash Flow From Continuing Financing Activities,-24953000000.0,-6027000000.0,-3218000000.0,-2729000000.0,-5432000000.0,,
Net Other Financing Charges,-712000000.0,-35000000.0,-132000000.0,113000000.0,13000000.0,,
Interest Paid Cff,-3103000000.0,-445000000.0,-535000000.0,-359000000.0,-497000000.0,,
Cash Dividends Paid,-11639000000.0,-1496000000.0,-2030000000.0,-1706000000.0,-2882000000.0,,
Common Stock Dividend Paid,,,,-1706000000.0,,,
Net Preferred Stock Issuance,,,,,0.0,,
Preferred Stock Payments,,,,,0.0,,
Net Common Stock Issuance,,,0.0,0.0,,0.0,0.0
Common Stock Payments,,,0.0,0.0,,0.0,0.0
Net Issuance Payments Of Debt,-9499000000.0,-4051000000.0,-521000000.0,-777000000.0,-2066000000.0,,
Net Long Term Debt Issuance,-9499000000.0,-4051000000.0,-521000000.0,-777000000.0,-2066000000.0,,
Long Term Debt Payments,-16447000000.0,-4056000000.0,-2764000000.0,-3349000000.0,-2566000000.0,,
Long Term Debt Issuance,6948000000.0,5000000.0,2243000000.0,2572000000.0,500000000.0,,
Investing Cash Flow,-18812000000.0,-6546000000.0,-4765000000.0,-2561000000.0,-1767000000.0,,
Cash Flow From Continuing Investing Activities,-18812000000.0,-6546000000.0,-4764000000.0,-2561000000.0,-1767000000.0,,
Net Other Investing Changes,2956000000.0,59000000.0,75000000.0,16000000.0,818000000.0,,
Dividends Received Cfi,9000000.0,23000000.0,80000000.0,18000000.0,7000000.0,,
Net Investment Purchase And Sale,2121000000.0,-46000000.0,-31000000.0,1491000000.0,1370000000.0,,
Purchase Of Investment,,,-31000000.0,,,1070000000.0,-374000000.0
