,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Free Cash Flow,434152000.0,592523000.0,345573000.0,255457000.0,353081000.0,
Repurchase Of Capital Stock,0.0,0.0,,0.0,,-20915000.0
Repayment Of Debt,-221875000.0,-77000.0,77000.0,-77000.0,-825574000.0,
Issuance Of Debt,116126000.0,0.0,0.0,0.0,1125000000.0,
Issuance Of Capital Stock,,,,0.0,0.0,
Capital Expenditure,-171748000.0,-125975000.0,-141477000.0,-66870000.0,-210558000.0,
End Cash Position,21772000.0,11689000.0,7432000.0,7536000.0,21788000.0,
Beginning Cash Position,11689000.0,7432000.0,7536000.0,21788000.0,12634000.0,
Changes In Cash,10083000.0,4257000.0,-104000.0,-14252000.0,9154000.0,
Financing Cash Flow,-755394000.0,-137385000.0,-592299000.0,-132581000.0,-264929000.0,
Net Other Financing Charges,3789000.0,-645000.0,-4154000.0,-2704000.0,-748000.0,
Interest Paid Cff,-282316000.0,-27786000.0,-228717000.0,-23627000.0,-179206000.0,
Cash Dividends Paid,-259010000.0,,,,-262333000.0,0.0
Common Stock Dividend Paid,-259010000.0,0.0,-254045000.0,0.0,,0.0
Net Common Stock Issuance,0.0,0.0,,0.0,-20915000.0,-20915000.0
Common Stock Payments,0.0,0.0,,0.0,,-20915000.0
Common Stock Issuance,,,,0.0,0.0,
Net Issuance Payments Of Debt,-105749000.0,-77000.0,77000.0,-77000.0,299426000.0,
Net Long Term Debt Issuance,-105749000.0,-77000.0,77000.0,-77000.0,299426000.0,
Long Term Debt Payments,-221875000.0,-77000.0,77000.0,-77000.0,-825574000.0,
Long Term Debt Issuance,116126000.0,0.0,0.0,0.0,1125000000.0,
Investing Cash Flow,159577000.0,-576856000.0,105145000.0,-203998000.0,-289556000.0,
Net Other Investing Changes,,4299000.0,,,-2155000.0,-8834000.0
Net Investment Purchase And Sale,357496000.0,-427377000.0,354396000.0,-113583000.0,-78458000.0,
Purchase Of Investment,,-427377000.0,,-113583000.0,,-217098000.0
Net Business Purchase And Sale,-26171000.0,-27803000.0,-103475000.0,-23545000.0,1615000.0,
Sale Of Business,,,,,0.0,
Purchase Of Business,-26171000.0,-27803000.0,-103475000.0,-23545000.0,1615000.0,
Net PPE Purchase And Sale,-171748000.0,-125975000.0,-141477000.0,-66870000.0,-210558000.0,
Purchase Of PPE,-171748000.0,-125975000.0,-141477000.0,-66870000.0,-210558000.0,
Operating Cash Flow,605900000.0,718498000.0,487050000.0,322327000.0,563639000.0,
Taxes Refund Paid,-13622000.0,-10281000.0,-7874000.0,-44435000.0,-12170000.0,
Change In Working Capital,72224000.0,39141000.0,-103160000.0,-292448000.0,124918000.0,
Change In Other Current Liabilities,-79828000.0,61650000.0,36089000.0,-79983000.0,-51887000.0,
Change In Other Current Assets,-21775000.0,-5249000.0,-5637000.0,11240000.0,3047000.0,
Change In Payable,70643000.0,50686000.0,-18396000.0,-23755000.0,62813000.0,
Change In Inventory,-26043000.0,-3380000.0,5919000.0,-439000.0,-15523000.0,
Change In Receivables,129227000.0,-64566000.0,-121135000.0,-199511000.0,119842000.0,
Other Non Cash Items,127503000.0,139444000.0,117461000.0,147557000.0,92214000.0,
Stock Based Compensation,9945000.0,7956000.0,4150000.0,6995000.0,8709000.0,
Provisionand Write Offof Assets,144126000.0,39690000.0,38868000.0,40946000.0,122188000.0,
Deferred Tax,6243000.0,62586000.0,42603000.0,47616000.0,17136000.0,
Depreciation And Amortization,236392000.0,229374000.0,222403000.0,212141000.0,202016000.0,
Depreciation,-83655000.0,229374000.0,222403000.0,212141000.0,-32159000.0,
Net Income From Continuing Operations,94043000.0,182248000.0,144550000.0,175830000.0,76485000.0,
